job_title,company_name,posted_date,num_applications,job_modality,f_p_time,job_responsibility,job_skills,job_keyword,city,community_or_nation,country,annual_salary,offer_id
PL/SQL Developer,agap2 España,2024-03-06,40,Híbrido,Jornada completa,Intermedio,"SQL, Diseño de bases de datos, PL/SQL, Procedimientos almacenados T-SQL, Procedimientos de almacenado, SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS), Soporte técnico, Transact-SQL (T-SQL) y Visual Basic .NET (NET)",Data Engineer,Barcelona,Cataluña,España,,309
"Ingeniero DATA BI (Pentaho, Tableau)",Entelgy,2024-02-28,66,Híbrido,Jornada completa,Intermedio,"Análisis de datos, SQL y Tableau, Análisis de registros, Big data, Extraer, transformar y cargar (ETL), Herramientas ETL, Microsoft SQL Server y Pentaho",Data Engineer,Sant Cugat del Vallès,Cataluña,España,,310
Azure Sentinel Engineer,Capgemini,2024-02-28,20,Híbrido,Jornada completa,Intermedio,"Inglés, Microsoft 365 y Sentinel",Data Engineer,Madrid,Comunidad de Madrid,España,,311
Big Data Engineer con Azure,GFT Technologies,2024-02-21,14,,,Junior,"Analítica, Apache Spark, Big data, Extraer, transformar y cargar (ETL), Hive, Ingeniería de datos , Microsoft Azure, Minería de datos, Scala y Sqoop",Data Engineer,Sant Cugat Sesgarrigues,Cataluña,España,,312
Data Engineer (Microsoft Azure),Avanade,2024-03-06,59,,,Junior,"Bases de datos y Python, Acceso a datos, Almacenamiento de datos, Apache Spark, Azure Data Factory, Azure Data Lake, Ingeniería de datos , Necesidades empresariales y Scala",Data Engineer,Sevilla,Andalucía,España,,313
SQL Developer (f/m) (Granada/hybrid) English),GRUPO SOLUTIO,2024-03-08,32,Híbrido,Jornada completa,Intermedio,"Bases de datos, Microsoft Power BI y SQL, Administración de bases de datos, Microsoft SQL Server y SQL Server Analysis Services (SSAS)",Data Engineer,Granada,Andalucía,España,,314
DevOps Engineer,EOLOS Floating Lidar Solutions,2024-03-06,50,Híbrido,Jornada completa,Intermedio,"Python y SQL, C++, Desarrollo de software, Git, Hadoop, Java, MATLAB, Modelado de datos y Scrum",Data Engineer,Montcada I Reixac,Cataluña,España,,315
Cloud Engineer,Deloitte,2024-02-28,46,Híbrido,Jornada completa,Junior,,Data Engineer,Bilbao,País Vasco,España,,316
"Data Mgmt, Eng & Governance",Accenture España,2024-03-12,26,,,Intermedio,"Bases de datos, Ciencia de datos, SQL y Sistema de gestión de bases de datos (SGBD), Almacenamiento de datos, Big data, Extraer, transformar y cargar (ETL), Ingeniería de datos , Lenguajes de programación y Oracle Database",Data Engineer,Zaragoza,Aragón,España,,317
Big Data Engineer,Collabera Digital,2024-02-28,57,Híbrido,,Intermedio,"AWS Glue, Amazon Athena y Microsoft Power Platform",Data Engineer,,Comunidad de Madrid,España,,318
Data Engineer Microstrategy,Inetum,2024-02-28,31,Híbrido,Jornada completa,,"Bases de datos, Integración, MicroStrategy, Modelo de datos, Teradata y Validación de datos",Data Engineer,Bilbao,País Vasco,España,,319
D2023R6-13253 - Data Engineer GCP H/M,Inetum,2024-03-06,57,Presencial,Jornada completa,Junior,"Pandas (Software), Buena práctica clínica, Flask, Google Cloud , HTML, Ingeniería de datos , Operaciones financieras, Programación de aplicaciones, SQLAlchemy y Vue.js",Data Engineer,Madrid,Comunidad de Madrid,España,,320
SAP Principal EWM Consultant,Cavendish Professionals,2024-03-12,0,En remoto,Jornada completa,Intermedio,"Gestión de proyectos, Coaching, Global Rollouts, Implantación de SAP, Productos SAP, SAP ERP, SAP EWM, SAP S/4HANA, SAP Warehouse Management y Talleres",Data Analyst,,,España,,321
Data Engineer Google Cloud Platform,Keyrus,2024-03-11,10,Híbrido,Jornada completa,Intermedio,"Aprendizaje automático, Ciencia de datos, Python y SQL, Google BigQuery, Google Cloud , Inteligencia de datos, Minería de datos, Modelos matemáticos y NoSQL",Data Engineer,Madrid,,,,322
Cloud Engineer AWS,Plexus Tech,2024-02-21,52,Híbrido,Jornada completa,Intermedio,"AWS CloudFormation, Amazon CloudWatch, Amazon Web Services (AWS), GitHub, Infraestructura como código (IaC), Microsoft SQL Server, Scrum, Splunk y Terraform",Data Engineer,Madrid,Comunidad de Madrid,España,,323
LLP - IT Data Engineer,DHL Supply Chain,2024-03-06,91,,,Junior,"Analítica de datos, Análisis de datos y Capacidad de análisis, Application Management, IT Documentation, Ingeniería de datos , Microsoft Power Query, Necesidades empresariales, Networking y Oracle Database",Data Engineer,Valencia,Comunidad Valenciana,España,,324
Big Data Engineer,"Solera, Inc.",2024-03-12,120,Híbrido,Jornada completa,Intermedio,"Big data, Cloudera y Distribution Systems",Data Engineer,Alcobendas,Comunidad de Madrid,España,,325
Senior Data Engineer,Innova-tsn,2024-03-12,6,Híbrido,Jornada completa,Senior,"SQL, Amazon Web Services (AWS), Análisis de Big Data, Arquitectura de datos, Big data, Extraer, transformar y cargar (ETL), Herramientas ETL, Ingeniería de datos , PySpark y Scala",Data Engineer,Barcelona,Cataluña,España,,326
Data Engineer con Pentaho,agap2 España,2024-03-06,37,Híbrido,Jornada completa,Intermedio,"Trabajo en equipo, Consultoría, Definición de procesos, Estadística, Extraer, transformar y cargar (ETL), Inteligencia empresarial, Matemáticas, Modelo de datos, Pentaho y Telecomunicaciones",Data Engineer,Sant Cugat del Vallès,Cataluña,España,,327
Ingeniero informático ERP,Angulas Aguinaga,2024-02-21,54,Híbrido,Jornada completa,Intermedio,"Bases de datos y SQL, Implementación de software, Ingeniería informática, Oracle ERP, Oracle SQL Developer, Planificación de recursos empresariales (ERP), Project Plus, Sistemas de gestión de información (MIS) y Toma de decisiones",Data Engineer,Barcelona,Cataluña,España,,328
Senior Data Engineer,Innova-tsn,2024-03-11,58,Híbrido,Jornada completa,Senior,"Inglés, Python, SQL y Trabajo en equipo, AWS Lambda, Amazon Web Services (AWS), Análisis de Big Data, Big data, Extraer, transformar y cargar (ETL), Herramientas ETL, PySpark y Scala",Data Engineer,Madrid,Comunidad de Madrid,España,,329
Search Engineer,Clarivate,2024-03-12,1,Híbrido,Jornada completa,Junior,"Aprendizaje automático, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Adquisición de datos, Desarrollo de productos, Inteligencia artificial, Investigación aplicada y Procesamiento de lenguaje natural",Data Engineer,Barcelona,Cataluña,España,,330
Database Reliability Engineer (NoSQL),The Workshop,2024-03-06,6,Híbrido,Jornada completa,Intermedio,"Comunicación, Inglés y Sistema de gestión de bases de datos (SGBD), Ajuste de consultas, Cassandra, Comunicación escrita, Fiabilidad, Ingeniería de fiabilidad, Mantenimiento preventivo y MongoDB",Data Engineer,Málaga,Andalucía,España,,331
"Data Cloud Engineer (AWS, Azure)",NTT DATA Europe & Latam,2024-02-28,562,Híbrido,Jornada completa,Intermedio,"Amazon Web Services (AWS), Computación en la nube, DevOps, IaaS, Implementación de aplicaciones, Infraestructura de Azure como servicio (IaaS), Medios de streaming, Metodologías ágiles, Microsoft Azure y Plataforma como servicio (PaaS)",Data Engineer,Bilbao,País Vasco,España,,332
"Data Cloud Engineer (AWS, Azure)",NTT DATA Europe & Latam,2024-02-28,75,Híbrido,Jornada completa,Intermedio,"Amazon Web Services (AWS), Computación en la nube, DevOps, IaaS, Implementación de aplicaciones, Infraestructura de Azure como servicio (IaaS), Medios de streaming, Metodologías ágiles, Microsoft Azure y Plataforma como servicio (PaaS)",Data Engineer,Oviedo,Principado de Asturias,España,,333
"Data Cloud Engineer (AWS, Azure)",NTT DATA Europe & Latam,2024-02-28,66,Híbrido,Jornada completa,Intermedio,"Amazon Web Services (AWS), Computación en la nube, DevOps, IaaS, Implementación de aplicaciones, Infraestructura de Azure como servicio (IaaS), Medios de streaming, Metodologías ágiles, Microsoft Azure y Plataforma como servicio (PaaS)",Data Engineer,Valladolid,Castilla y León,España,,334
Monitoring Engineer,Lunik - Explorers at Work,2024-02-21,55,Híbrido,Jornada completa,Intermedio,"Inglés, Ansible, Argo, Bash, DevOps, Elastic Stack (ELK), Grafana, Icinga, Linux y Terraform",Data Engineer,Málaga,Andalucía,España,,335
Data Engineer (Streamlit) - Airline Tech,TUI,2024-03-12,5,En remoto,Jornada completa,Intermedio,"Bases de datos, Comunicación y Resolución de problemas, Especificaciones, Especificaciones técnicas, Ingeniería de datos , Modelo-vista-presentador (MVP), Prueba de concepto, Requisitos técnicos y Snowflake",Data Engineer,Málaga,Andalucía,España,,336
Azure & Spark Data Engineer- International Data Projects,"Bluetab, an IBM Company",2024-03-06,37,En remoto,Jornada completa,Intermedio,"Inglés, Python y Trabajo en equipo, Apache Spark, Azure DevOps, Azure Functions, DevOps, Estadística, Microsoft Azure y Scala",Data Engineer,,,España,,337
Analista desarrollador/a Teradata,Ayesa,2024-03-06,20,Híbrido,Jornada completa,,"Planificación y Python, Capacidad de razonamiento, Dirección de equipos, Exadata, Extraer, transformar y cargar (ETL), Integración, Integración continua, Oracle Database, Teradata y Unix",Data Analyst,Madrid,Comunidad de Madrid,España,,338
Senior Analytics Engineer,Clone,2024-02-21,49,Híbrido,Jornada completa,Senior,,Data Analyst,Barcelona,Cataluña,España,,339
Senior Data Engineer,JAKALA,2024-02-21,13,Híbrido,Jornada completa,Senior,"Bases de datos, Almacenamiento de datos, Arquitectura de datos, Big data, Calidad de datos, Computación en la nube, Extraer, transformar y cargar (ETL), Ingeniería de datos , Modelado de datos y Procesamiento de datos",Data Engineer,Madrid,Comunidad de Madrid,España,,340
Desarrollador/a Big Data,"CDS, a Hewlett Packard Enterprise company",2024-02-28,637,Híbrido,Jornada completa,Intermedio,"Análisis de datos, Bases de datos, Microsoft Power BI, Python y SQL, Análisis de Big Data, Bash, Desarrollo Java, Desarrollo de API, Java y Perl",Data Engineer,Madrid,Comunidad de Madrid,España,,341
DevOps Analyst-Developer (work for Europe & International Organizations) (she/he/they),NTT DATA Europe & Latam,2024-02-28,57,Híbrido,Jornada completa,Intermedio,"Trabajo en equipo, Amazon Web Services (AWS), DevOps, DevSecOps, Git, JIRA, Jenkins, Kanban, Microsoft Azure y SonarQube",Data Analyst,,Comunidad de Madrid,España,,342
DevOps Engineer,Alhona,2024-02-21,679,En remoto,Jornada completa,Intermedio,"Comunicación, Administración de sistemas Linux, Continuous Delivery, DevOps, InfluxDB, Infraestructura como código (IaC), Infraestructura en la nube, Ingeniería de datos , Máquinas virtuales y PostgreSQL",Data Engineer,,,España,,343
"ENTERPRISE ARCHITECT IN MADRID, SPAIN (M/F)",GT Global Talent,2024-03-09,8,Presencial,Jornada completa,Intermedio,"Inglés, Arquitectura, Arquitectura de empresa, Arquitectura de soluciones, B2, ERP de Infor, Español, Interoperabilidad, Microsoft Dynamics NAV y Planificación de recursos empresariales (ERP)",Data Engineer,Madrid,Comunidad de Madrid,España,,344
Azure/AWS Cloud Engineer,"SPHERA-TI, S.A",2024-03-09,99,En remoto,Jornada completa,Intermedio,"Inglés, Administración de sistemas, Amazon Web Services (AWS), Certificación MCSA, Microsoft, Microsoft Exchange y Terraform",Data Engineer,,,España,,345
Cloud Platform Engineer,Inetum,2024-02-21,37,Híbrido,Jornada completa,Intermedio,Google Cloud,Data Engineer,Madrid,Comunidad de Madrid,España,,346
Senior Data Engineer (Hybrid - m/f/x/d - 80%-100%),iptiQ by Swiss Re,2024-02-28,35,Híbrido,Jornada completa,Senior,"Inglés y Python, Canalizaciones de datos, Desarrollo de software, Ingeniería de datos , Inglés hablado, Java, Kotlin, Modelo de datos y Scala",Data Engineer,Madrid,Comunidad de Madrid,España,,347
Senior Data Engineer - (AWS/Azure),NTT DATA Europe & Latam,2024-02-21,90,Híbrido,Jornada completa,Senior,"Analítica de datos, SQL y Visualización, Amazon Web Services (AWS), Gestión de datos, Google Cloud  y Microsoft Azure",Data Engineer,Barcelona,Cataluña,España,,348
Systems Integrator,Entrust,2024-03-06,11,,,Intermedio,"Bases de datos y Comunicación, Automatización, Ciencias de la computación, Comunicación oral, Ingeniería de sistemas y Resolución de incidencias",Data Engineer,Barcelona,Cataluña,España,,349
System Engineer,LHH,2024-02-14,43,Híbrido,,Intermedio,"Capacidad de análisis y Inglés, Administración de sistemas, Arquitectura de sistemas, Discusiones técnicas, Ingeniería de sistemas, Requisitos del sistema y Resolución de incidencias",Data Engineer,Barcelona,Cataluña,España,,350
☁Analista de Sistemas/ aplicaciones web (híbrido),knowmad mood,2024-02-28,392,Híbrido,Jornada completa,Intermedio,"Bases de datos, Capacidad de análisis y Resolución de problemas, Administración de páginas web, Análisis de requisitos, Análisis de sistemas, Documentación, Escucha activa, Genexus, JBoss Application Server, WebSphere y WildFly",Data Analyst,Madrid,Comunidad de Madrid,España,,351
Snaplogic Data Engineer | Fully Remote | Outside IR35,Energy Jobline,2024-03-11,21,En remoto,Jornada completa,Junior,"Bases de datos y Ciencia de datos, Almacenamiento de datos, Asignación de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos , Middleware, Pruebas de aceptación del usuario, Pruebas de validación y Pruebas del sistema",Data Engineer,Londres,Inglaterra,Reino Unido,,352
Data Visualisation Engineer,Templeton and Partners - Tech Recruitment,2024-03-12,9,,,Junior,"Analítica de datos, Ciencia de datos, Comunicación y Visualización de datos, Comunicación visual, D3.js, Diseño de experiencia de usuario (UX), Diseño de soluciones técnicas, Diseño web adaptable y Teoría del color",Data Engineer,Londres,Inglaterra,Reino Unido,,353
Data Engineer Intern,Acquire Me,2024-03-11,1058,Presencial,,Junior,"Capacidad de análisis, Ciencia de datos, Comunicación, Python y SQL, Ciencias de la computación, Comunicación escrita, Matemáticas, Microsoft Excel y Visual Basic for Applications (VBA)",Data Engineer,Londres,Inglaterra,Reino Unido,,354
"Data Engineer, Analytics",Meta,2024-03-07,205,,,,"Analítica de datos, Análisis de datos, Bases de datos, Capacidad de análisis y Ciencia de datos, Almacenamiento de datos, Calidad de datos, Ciencias de la computación, Extraer, transformar y cargar (ETL) y Modelo de datos",Data Analyst,Londres,Inglaterra,Reino Unido,,355
Junior Data Engineer,Resource Solutions,2024-03-12,1084,Presencial,,Junior,SQL de Azure,Data Engineer,Londres,Reino Unido,,32500,356
Python Data Engineer (SQL Data Warehousing/ETL) Remote £50k,Modis,2024-03-06,201,En remoto,,Junior,"Ciencia de datos, Microsoft Power BI, Python y SQL, Almacenamiento de datos, Amazon S3, Extraer, transformar y cargar (ETL), Minería de datos, Object Storage y Servicios de datos",Data Engineer,Mánchester,Inglaterra,Reino Unido,47500,357
Data Engineer I,Trustpilot,2024-02-28,305,,,,"Bases de datos, Ciencia de datos, Comunicación, Python y Resolución de problemas, Extraer, transformar y cargar (ETL), Google Cloud , Ingeniería de datos , Java y Resolución creativa de problemas",Data Engineer,Londres,Inglaterra,Reino Unido,,358
Data Analytics Engineer,TEC Partners - Technical Recruitment Specialists,2024-02-28,1012,Híbrido,Jornada completa,Junior,"Analítica de datos, Análisis de datos, Bases de datos y Resolución de problemas, Almacenamiento de datos, Analítica, Datasets, Extraer, transformar y cargar (ETL) y Ingeniería de datos",Data Analyst,Londres,Inglaterra,Reino Unido,,359
Associate Data Engineer,Flutter UK & Ireland,2024-03-06,510,Híbrido,Jornada completa,Junior,"Python, Resolución de problemas y SQL, Big data, Integración continua y entrega continua (CI/CD) y Metodologías ágiles",Data Engineer,Leeds,Inglaterra,Reino Unido,,360
Data Engineer FTC,RSM UK,2024-03-11,36,Híbrido,Jornada completa,Intermedio,"Bases de datos, Ciencia de datos, Comunicación y Resolución de problemas, Almacenamiento de datos, Extraer, transformar y cargar (ETL), Ingeniería de datos  y Necesidades empresariales",Data Engineer,Preston,Inglaterra,Reino Unido,,361
